,clientIp,Borealis,stonewall_decision,stonewall_reason,neustar_proxy_anonymizer_status,neustar_proxy_type,neustar_proxy_level,neustar_proxy_last_detected,neustar_vpn_service,neustar_hosting_facility,virustotal_malicious,virustotal_undetected,virustotal_suspicious,virustotal_harmless,virustotal_timeout,porcupince
675,182.75.110.74,"{""ips"":[""182.75.110.74""],""results"":[{""resolvedDomains"":[{""ip"":""182.75.110.74"",""date"":""Jun 6, 2024, 2:19:50 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":3058396744,""end_ip_int"":3058396747,""start_ip"":""182.75.110.72"",""end_ip"":""182.75.110.75""},""connectivity"":{""continent"":""asia"",""country"":""india"",""country_code"":""in"",""country_cf"":97,""region"":"""",""state"":""karnataka"",""state_code"":""ka"",""state_cf"":0,""city"":""malur"",""city_cf"":76,""postal_code"":""563130"",""postal_code_cf"":4,""area_code"":0,""time_zone"":5.5,""latitude"":13.0024,""longitude"":77.9406,""dma"":0,""consistency_code"":4,""radius"":114.0,""ip_routing_type"":""fixed"",""connection_type"":""dsl"",""line_speed"":""medium""},""organization"":{""asn"":9498,""tld"":""com"",""sld"":""182-airtel"",""organization"":""tokai imperial hydraulics"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""bharti airtel ltd."",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""PORCUPINE"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":28,""suspicious"":0,""harmless"":64,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""2"",""crowdsourcedContext"":[{""source"":""ArcSight Threat Intelligence"",""title"":""RDP bruteforce Attackers [2022-11-03]"",""details"":""Source: alienvault"",""severity"":""medium"",""timestamp"":1667489986}],""vtlink"":""https://www.virustotal.com/gui/ip-address/182.75.110.74"",""asn"":9498,""country"":""IN"",""asOwner"":""BHARTI Airtel Ltd."",""network"":""182.72.0.0/14"",""jarm"":""0bd0bd0000bd0bd00042d42d0000009f6c10cf2baa8e8566d140ba89a7485c""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""SPUR"":[],""DEVICE"":[]}}",APPROVED,NA,,,,NA,,false,1,28,0,64,0,[]
676,139.177.195.186,"{""ips"":[""139.177.195.186""],""results"":[{""resolvedDomains"":[{""ip"":""139.177.195.186"",""date"":""Jun 6, 2024, 2:19:51 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":2343682221,""end_ip_int"":2343683071,""start_ip"":""139.177.192.173"",""end_ip"":""139.177.195.255""},""connectivity"":{""continent"":""north america"",""country"":""canada"",""country_code"":""ca"",""country_cf"":99,""region"":""central canada"",""state"":""ontario"",""state_code"":""on"",""state_cf"":0,""city"":""toronto"",""city_cf"":95,""postal_code"":""m3h 6a7"",""postal_code_cf"":4,""area_code"":0,""time_zone"":-5.0,""latitude"":43.6535,""longitude"":-79.3839,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":63949,""tld"":""com"",""sld"":""linodeusercontent"",""organization"":""linode"",""organization_type"":""Internet Colocation Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""akamai connected cloud"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""true""}}],""PORCUPINE"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":30,""suspicious"":0,""harmless"":62,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""lastHttpsCertificate"":{""issuer"":{""C"":""US"",""CN"":""R3"",""O"":""Let\u0027s Encrypt""},""validity"":{""not_after"":""2023-01-04 00:51:02"",""not_before"":""2022-10-06 00:51:03""}},""vtlink"":""https://www.virustotal.com/gui/ip-address/139.177.195.186"",""asn"":63949,""country"":""CA"",""asOwner"":""Akamai Connected Cloud"",""lastHttpsCertificateDate"":""Oct 05, 2022, 09:56:23 PM"",""network"":""139.177.192.0/20"",""jarm"":""05d10d20d21d20d05c05d10d05d20d74fcf6501ae7a92319e575bfafd2a827""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""SPUR"":[],""DEVICE"":[]}}",APPROVED,NA,,,,NA,,true,1,30,0,62,0,[]
677,114.79.151.170,"{""ips"":[""114.79.151.170""],""results"":[{""resolvedDomains"":[{""ip"":""114.79.151.170"",""date"":""Jun 6, 2024, 2:19:53 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":1917818784,""end_ip_int"":1917818799,""start_ip"":""114.79.151.160"",""end_ip"":""114.79.151.175""},""connectivity"":{""continent"":""asia"",""country"":""india"",""country_code"":""in"",""country_cf"":99,""region"":"""",""state"":""maharashtra"",""state_code"":""mh"",""state_cf"":0,""city"":""navi mumbai"",""city_cf"":90,""postal_code"":""400710"",""postal_code_cf"":2,""area_code"":0,""time_zone"":5.5,""latitude"":19.1046,""longitude"":73.0228,""dma"":0,""consistency_code"":4,""radius"":110.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":45769,""tld"":""com"",""sld"":""dvois"",""organization"":""d-vois broadband private limited"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""d-vois"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""PORCUPINE"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":29,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/114.79.151.170"",""asn"":45769,""country"":""IN"",""asOwner"":""D-Vois Broadband Pvt Ltd"",""network"":""114.79.144.0/21"",""jarm"":""04d02d00004d04d00004d02d04d04d6b64279c20472e17718ddea38ab610fa""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""SPUR"":[],""DEVICE"":[]}}",APPROVED,NA,,,,NA,,false,1,29,0,63,0,[]
678,45.176.40.25,"{""ips"":[""45.176.40.25""],""results"":[{""resolvedDomains"":[{""ip"":""45.176.40.25"",""date"":""Jun 6, 2024, 2:17:35 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":766519300,""end_ip_int"":766519359,""start_ip"":""45.176.40.4"",""end_ip"":""45.176.40.63""},""connectivity"":{""continent"":""south america"",""country"":""brazil"",""country_code"":""br"",""country_cf"":99,""region"":""south"",""state"":""santa catarina"",""state_code"":""sc"",""state_cf"":0,""city"":""uniao do oeste"",""city_cf"":80,""postal_code"":""89845-000"",""postal_code_cf"":2,""area_code"":0,""time_zone"":-3.0,""latitude"":-26.7633,""longitude"":-52.8523,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":268929,""tld"":""com.br"",""sld"":""micronetinfo"",""organization"":""micronet telecomunicacoes - eireli"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""micronet telecomunicacoes - eireli"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""PORCUPINE"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":30,""suspicious"":0,""harmless"":62,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/45.176.40.25"",""asn"":268929,""country"":""BR"",""asOwner"":""MICRONET TELECOMUNICACOES - EIRELI"",""network"":""45.176.40.0/22""},""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""SPUR"":[],""DEVICE"":[]}}",APPROVED,NA,,,,NA,,false,1,30,0,62,0,[]
679,142.93.2.133,"{""ips"":[""142.93.2.133""],""results"":[{""resolvedDomains"":[{""ip"":""142.93.2.133"",""date"":""Jun 6, 2024, 2:19:54 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""NEUSTAR"":[{""representation"":{""start_ip_int"":2388460032,""end_ip_int"":2388460287,""start_ip"":""142.93.2.0"",""end_ip"":""142.93.2.255""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""northeast"",""state"":""new york"",""state_code"":""ny"",""state_cf"":0,""city"":""new york"",""city_cf"":80,""postal_code"":""10020"",""postal_code_cf"":2,""area_code"":212,""time_zone"":-5.0,""latitude"":40.7589,""longitude"":-73.979,""dma"":501,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":14061,""tld"":""com"",""sld"":""ondigitalocean"",""organization"":""digitalocean  llc"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""digitalocean  llc"",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2022-10-17"",""vpn_service"":""digital ocean"",""hosting_facility"":""true""}}],""SPUR"":[{""as"":{""number"":14061,""Organization"":""DIGITALOCEAN-ASN""},""ip"":""142.93.2.133"",""risks"":[""TUNNEL"",""GEO_MISMATCH""],""client"":{""count"":3,""types"":[""MOBILE""],""countries"":1,""concentration"":{""city"":""Kota"",""skew"":12050,""state"":""Rajasthan"",""country"":""IN"",""density"":1,""geohash"":""tsmzj9""}},""tunnels"":[{""type"":""VPN"",""operator"":""PSIPHON3_VPN"",""anonymous"":true}],""location"":{""city"":""North Bergen"",""state"":""New Jersey"",""country"":""US""},""organization"":""DigitalOcean, LLC"",""infrastructure"":""DATACENTER""}],""VIRUSTOTAL"":{""avResults"":{""malicious"":3,""undetected"":27,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""3"",""lastHttpsCertificate"":{""issuer"":{""C"":""US"",""CN"":""Cloudflare Inc ECC CA-3"",""O"":""Cloudflare, Inc.""},""validity"":{""not_after"":""2023-06-07 23:59:59"",""not_before"":""2022-06-08 00:00:00""}},""vtlink"":""https://www.virustotal.com/gui/ip-address/142.93.2.133"",""asn"":14061,""country"":""US"",""asOwner"":""DIGITALOCEAN-ASN"",""lastHttpsCertificateDate"":""Jan 07, 2023, 06:55:29 AM"",""network"":""142.93.0.0/17"",""jarm"":""27d3ed3ed29d3ed1dc27d3ed27d3edf2873da73201e55849c575b77c7df30a""},""PORCUPINE"":[]}}",REJECTED,WARNING_LIST,private,service,elite,2022-10-17,digital ocean,true,3,27,0,63,0,[]
680,181.214.206.233,"{""ips"":[""181.214.206.233""],""results"":[{""resolvedDomains"":[{""ip"":""181.214.206.233"",""date"":""Jun 6, 2024, 2:19:55 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""NEUSTAR"":[{""representation"":{""start_ip_int"":3050753536,""end_ip_int"":3050753791,""start_ip"":""181.214.206.0"",""end_ip"":""181.214.206.255""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":99,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":95,""postal_code"":""1101"",""postal_code_cf"":4,""area_code"":0,""time_zone"":1.0,""latitude"":52.35,""longitude"":4.917,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":3257,""tld"":"""",""sld"":"""",""organization"":""private customer"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""gtt communications inc."",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2023-09-07"",""vpn_service"":""privateinternetaccessvpn"",""hosting_facility"":""false""}}],""SPUR"":[{""as"":{""number"":3257,""Organization"":""GTT Communications Inc.""},""ip"":""181.214.206.233"",""risks"":[""TUNNEL""],""client"":{""behaviors"":[""FILE_SHARING""]},""tunnels"":[{""type"":""VPN"",""operator"":""PIA_VPN"",""anonymous"":true}],""location"":{""city"":""Amsterdam"",""state"":""North Holland"",""country"":""NL""},""services"":[""OPENVPN"",""IPSEC""],""organization"":""IPXO"",""infrastructure"":""DATACENTER""}],""VIRUSTOTAL"":{""avResults"":{""malicious"":2,""undetected"":28,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/181.214.206.233"",""asn"":3257,""country"":""NL"",""asOwner"":""GTT Communications Inc."",""network"":""181.214.206.0/24""},""PORCUPINE"":[]}}",APPROVED,NA,private,service,elite,2023-09-07,privateinternetaccessvpn,false,2,28,0,63,0,[]
681,185.54.230.229,"{""ips"":[""185.54.230.229""],""results"":[{""resolvedDomains"":[{""ip"":""185.54.230.229"",""date"":""Jun 6, 2024, 2:19:57 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""NEUSTAR"":[{""representation"":{""start_ip_int"":3107382784,""end_ip_int"":3107383039,""start_ip"":""185.54.230.0"",""end_ip"":""185.54.230.255""},""connectivity"":{""continent"":""south america"",""country"":""brazil"",""country_code"":""br"",""country_cf"":86,""region"":""southeast"",""state"":""sao paulo"",""state_code"":""sp"",""state_cf"":0,""city"":""sao paulo"",""city_cf"":61,""postal_code"":""01001-000"",""postal_code_cf"":2,""area_code"":0,""time_zone"":-3.0,""latitude"":-23.5515,""longitude"":-46.6331,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":0,""tld"":""com"",""sld"":""avast"",""organization"":""prcdn consumer pool"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":"""",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2022-05-31"",""vpn_service"":""hmavpn"",""hosting_facility"":""true""}}],""SPUR"":[{""as"":{""number"":198605,""Organization"":""AVAST Software s.r.o.""},""ip"":""185.54.230.229"",""risks"":[""TUNNEL""],""client"":{""count"":10,""types"":[""DESKTOP"",""MOBILE""],""behaviors"":[""FILE_SHARING""],""countries"":1,""concentration"":{""city"":""Osasco"",""skew"":11,""state"":""São Paulo"",""country"":""BR"",""density"":1,""geohash"":""6gyf2u""}},""tunnels"":[{""type"":""VPN"",""operator"":""HIDE_MY_ASS_VPN"",""anonymous"":true}],""location"":{""city"":""São Paulo"",""state"":""Sao Paulo"",""country"":""BR""},""organization"":""PRCDN Consumer Pool"",""infrastructure"":""DATACENTER""}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/185.54.230.229"",""country"":""BR""},""PORCUPINE"":[]}}",APPROVED,NA,private,service,elite,2022-05-31,hmavpn,true,0,93,0,0,0,[]
682,95.142.121.56,"{""ips"":[""95.142.121.56""],""results"":[{""resolvedDomains"":[{""ip"":""95.142.121.56"",""date"":""Jun 6, 2024, 2:19:59 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":1603172624,""end_ip_int"":1603172671,""start_ip"":""95.142.121.16"",""end_ip"":""95.142.121.63""},""connectivity"":{""continent"":""europe"",""country"":""germany"",""country_code"":""de"",""country_cf"":99,""region"":"""",""state"":""hessen"",""state_code"":""he"",""state_cf"":0,""city"":""frankfurt am main"",""city_cf"":80,""postal_code"":""60311"",""postal_code_cf"":2,""area_code"":0,""time_zone"":1.0,""latitude"":50.1109,""longitude"":8.6821,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":198605,""tld"":""net"",""sld"":""prcdn"",""organization"":""prcdn consumer pool"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""avast software s.r.o."",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""true""}}],""SPUR"":[{""as"":{""number"":198605,""Organization"":""AVAST Software s.r.o.""},""ip"":""95.142.121.56"",""risks"":[""TUNNEL""],""client"":{""count"":3,""types"":[""DESKTOP"",""MOBILE""],""behaviors"":[""TOR_PROXY_USER""]},""tunnels"":[{""type"":""VPN"",""operator"":""HIDE_MY_ASS_VPN"",""anonymous"":true}],""location"":{""city"":""New York"",""state"":""New York"",""country"":""US""},""organization"":""PRCDN Consumer Pool"",""infrastructure"":""DATACENTER""}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":29,""suspicious"":0,""harmless"":64,""timeout"":0},""tags"":[""vpn""],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/95.142.121.56"",""asn"":198605,""country"":""US"",""asOwner"":""AVAST Software s.r.o."",""network"":""95.142.121.0/24""},""PORCUPINE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""DEVICE"":[]}}",APPROVED,NA,,,,NA,,true,0,29,0,64,0,[]
683,92.38.180.57,"{""ips"":[""92.38.180.57""],""results"":[{""resolvedDomains"":[{""ip"":""92.38.180.57"",""date"":""Jun 6, 2024, 2:20:01 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""SPUR"":[{""as"":{""number"":202422,""Organization"":""G-Core Labs S.A.""},""ip"":""92.38.180.57"",""risks"":[""TUNNEL"",""GEO_MISMATCH""],""client"":{""count"":5,""types"":[""DESKTOP"",""MOBILE""],""spread"":1935,""behaviors"":[""TOR_PROXY_USER"",""FILE_SHARING""],""countries"":1,""concentration"":{""city"":""Jaffa"",""skew"":1119,""state"":""Tel Aviv"",""country"":""IL"",""density"":0.3166529942575882,""geohash"":""sv8w""}},""tunnels"":[{""type"":""VPN"",""operator"":""HIDE_MY_ASS_VPN"",""anonymous"":true}],""location"":{""city"":""Istanbul"",""state"":""Istanbul"",""country"":""TR""},""organization"":""G-Core Labs Customer assignment"",""infrastructure"":""DATACENTER""}],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":1546040320,""end_ip_int"":1546040415,""start_ip"":""92.38.180.0"",""end_ip"":""92.38.180.95""},""connectivity"":{""continent"":""asia"",""country"":""turkey"",""country_code"":""tr"",""country_cf"":86,""region"":"""",""state"":""istanbul"",""state_code"":""34"",""state_cf"":0,""city"":""istanbul"",""city_cf"":50,""postal_code"":""34010"",""postal_code_cf"":2,""area_code"":0,""time_zone"":2.0,""latitude"":41.0139,""longitude"":28.9603,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":202422,""tld"":""com"",""sld"":""example"",""organization"":""g-core labs customer assignment"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""g-core labs s.a."",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2023-09-21"",""vpn_service"":""hmavpn"",""hosting_facility"":""true""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":28,""suspicious"":0,""harmless"":64,""timeout"":0},""tags"":[""vpn""],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""1"",""vtlink"":""https://www.virustotal.com/gui/ip-address/92.38.180.57"",""asn"":202422,""country"":""TR"",""asOwner"":""G-Core Labs S.A."",""network"":""92.38.180.0/23""}}}",APPROVED,NA,private,service,elite,2023-09-21,hmavpn,true,1,28,0,64,0,[]
684,185.190.24.101,"{""ips"":[""185.190.24.101""],""results"":[{""resolvedDomains"":[{""ip"":""185.190.24.101"",""date"":""Jun 6, 2024, 2:20:02 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3116242944,""end_ip_int"":3116243199,""start_ip"":""185.190.24.0"",""end_ip"":""185.190.24.255""},""connectivity"":{""continent"":""europe"",""country"":""aland islands"",""country_code"":""ax"",""country_cf"":86,""region"":"""",""state"":"""",""state_code"":"""",""state_cf"":0,""city"":"""",""city_cf"":0,""postal_code_cf"":0,""area_code"":0,""time_zone"":0.0,""latitude"":60.1,""longitude"":19.95,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":211632,""tld"":"""",""sld"":"""",""organization"":""tribeka web advisors s.a."",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""internet solutions \u0026 innovations"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":5,""undetected"":28,""suspicious"":0,""harmless"":60,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""2"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""2"",""crowdsourcedContext"":[{""source"":""ArcSight Threat Intelligence"",""title"":""RDP bruteforce Attackers [2023-07-06]"",""details"":""Source: alienvault\n\nVirusTotal Link: https://www.virustotal.com/gui/ip-address/185.190.24.101/detection\n\nAbuse IPDB Link: https://www.abuseipdb.com/check/185.190.24.101"",""severity"":""low"",""timestamp"":1688674534}],""vtlink"":""https://www.virustotal.com/gui/ip-address/185.190.24.101"",""asn"":211632,""country"":""PA"",""asOwner"":""Internet Solutions \u0026 Innovations LTD."",""network"":""185.190.24.0/24""}}}",APPROVED,NA,,,,NA,,false,5,28,0,60,0,[]
